0,1778229651111,1778229651252,0,0,141,141,53,mobile
1,1778229653112,1778229653095,0,0,-17,-17,69,mobile
2,1778229655113,1778229655137,0,0,24,24,48,mobile
3,1778229657114,1778229657110,0,0,-4,-4,50,mobile
4,1778229659114,1778229659113,0,0,-1,-1,100,mobile
5,1778229661115,1778229661177,0,0,62,62,95,mobile
6,1778229663116,1778229663154,0,0,38,38,81,mobile
7,1778229665116,1778229665140,0,0,24,24,18,mobile
8,1778229667117,1778229667134,0,0,17,17,24,mobile
9,1778229669118,1778229669173,0,0,55,55,74,mobile
10,1778229671118,1778229671122,0,0,4,4,86,mobile
11,1778229673119,1778229673161,0,0,42,42,34,mobile
12,1778229675120,1778229675210,0,0,90,90,42,mobile
13,1778229677121,1778229677167,0,0,46,46,80,mobile
14,1778229679122,1778229679209,0,0,87,87,45,mobile
15,1778229681122,1778229681247,0,0,125,125,14,mobile
16,1778229683123,1778229683197,0,0,74,74,80,mobile
17,1778229685123,1778229685152,0,0,29,29,44,mobile
18,1778229687124,1778229687135,0,0,11,11,13,mobile
19,1778229689125,1778229689335,0,0,210,210,62,mobile
20,1778229691126,1778229691182,0,0,56,56,8,mobile
21,1778229693130,1778229693127,0,0,-3,-3,88,mobile
22,1778229695131,1778229695184,0,0,53,53,89,mobile
23,1778229697132,1778229697120,0,0,-12,-12,52,mobile
24,1778229699132,1778229699171,0,0,39,39,65,mobile
25,1778229701133,1778229701221,0,0,88,88,27,mobile
26,1778229703134,1778229703163,0,0,29,29,90,mobile
27,1778229705136,1778229705417,0,0,281,281,33,mobile
28,1778229707136,1778229707157,0,0,21,21,72,mobile
29,1778229709137,1778229709408,0,0,271,271,12,mobile
30,1778229711138,1778229711150,0,0,12,12,66,mobile
31,1778229713139,1778229713405,0,0,266,266,8,mobile
32,1778229715139,1778229715144,0,0,5,5,63,mobile
0,1778229715910,1778229715970,-11,1,70,60,64,work
1,1778229717911,1778229717914,-11,0,14,3,87,work
2,1778229719911,1778229719952,-14,0,55,41,10,work
3,1778229721911,1778229721926,7,1,7,15,15,work
4,1778229723912,1778229724129,60,1,156,217,61,work
5,1778229725912,1778229726224,60,1,251,312,100,work
6,1778229727913,1778229728043,-8,0,138,130,7,work
7,1778229729913,1778229730098,109,2,74,185,52,work
8,1778229731914,1778229732367,221,1,231,453,37,work
9,1778229733914,1778229734041,-6,0,133,127,4,work
10,1778229735915,1778229736042,29,0,98,127,57,work
11,1778229737915,1778229738052,88,0,49,137,88,work
12,1778229739916,1778229740257,131,0,210,341,70,work
13,1778229741917,1778229742024,-9,1,115,107,34,work
14,1778229743917,1778229744040,31,1,91,123,32,work
15,1778229745918,1778229745994,-11,0,87,76,72,work
16,1778229747918,1778229748272,175,0,179,354,37,work
17,1778229749919,1778229750163,197,0,47,244,67,work
18,1778229751920,1778229752120,67,0,133,200,60,work
19,1778229753920,1778229754324,121,0,283,404,100,work
20,1778229755921,1778229756006,-9,0,94,85,79,work
21,1778229757922,1778229757946,-9,0,33,24,86,work
22,1778229759924,1778229759997,-9,0,82,73,2,work
23,1778229761925,1778229762071,18,0,128,146,9,work
24,1778229763925,1778229763988,-4,0,67,63,25,work
25,1778229765926,1778229766192,64,0,202,266,53,work
26,1778229767926,1778229768088,-11,0,173,162,8,work
27,1778229769928,1778229770040,9,0,103,112,41,work
28,1778229771930,1778229771976,5,0,41,46,14,work
29,1778229773931,1778229774180,34,0,215,249,49,work
30,1778229775932,1778229775975,-2,0,45,43,96,work
31,1778229777932,1778229778177,86,0,159,245,43,work
32,1778229779933,1778229779964,-9,1,39,31,65,work
33,1778229781933,1778229782216,253,0,30,283,71,work
34,1778229783934,1778229783958,-4,0,28,24,67,work
35,1778229785935,1778229786005,-6,0,76,70,47,work
36,1778229787935,1778229787925,-8,1,-3,-10,93,work
37,1778229789936,1778229790003,-5,0,72,67,89,work
38,1778229791937,1778229791951,7,1,6,14,39,work
39,1778229793937,1778229793976,-4,0,43,39,94,work
40,1778229795938,1778229796180,21,0,221,242,68,work
41,1778229797939,1778229797987,-6,1,53,48,11,work
42,1778229799939,1778229800191,69,0,183,252,47,work
0,1778229802162,1778229802186,12,1,11,24,22,home
1,1778229804163,1778229804391,58,1,169,228,25,home
2,1778229806163,1778229806180,18,0,-1,17,70,home
3,1778229808164,1778229808380,43,0,173,216,14,home
4,1778229810164,1778229810282,69,1,48,118,70,home
5,1778229812165,1778229812281,87,1,28,116,11,home
6,1778229814166,1778229814382,188,0,28,216,30,home
